lib total_size num_regions memsync_time rcuda_time local_time nvidia_time other_time
mrcuda 134217728 8 91.182000 60.928000 30.254000 28.154000 2.100000
mrcuda 134217728 8 107.054000 71.655000 35.399000 33.281000 2.118000
mrcuda 134217728 8 102.316000 68.512000 33.804000 31.790000 2.014000
mrcuda 134217728 8 105.564000 70.980000 34.584000 32.601000 1.983000
mrcuda 134217728 8 87.914000 57.132000 30.782000 28.790000 1.992000
mrcuda 134217728 8 86.530000 56.279000 30.251000 28.147000 2.104000
mrcuda 134217728 8 118.802000 82.195000 36.607000 35.853000 0.754000
mrcuda 268435456 8 233.207000 152.638000 80.569000 67.764000 12.805000
mrcuda 268435456 8 221.431000 144.927000 76.504000 63.579000 12.925000
mrcuda 268435456 8 225.930000 140.295000 85.635000 50.501000 35.134000
mrcuda 268435456 8 222.259000 145.665000 76.594000 64.531000 12.063000
mrcuda 268435456 8 224.421000 149.221000 75.200000 64.357000 10.843000
mrcuda 268435456 8 232.957000 144.897000 88.060000 51.343000 36.717000
mrcuda 268435456 8 225.987000 149.613000 76.374000 66.119000 10.255000
mrcuda 268435456 8 221.024000 139.268000 81.756000 49.252000 32.504000
mrcuda 268435456 8 230.162000 143.982000 86.180000 50.742000 35.438000
mrcuda 268435456 8 228.447000 141.563000 86.884000 50.461000 36.423000
mrcuda 536870912 8 448.026000 290.237000 157.789000 104.211000 53.578000
mrcuda 536870912 8 450.884000 303.270000 147.614000 133.045000 14.569000
mrcuda 536870912 8 447.202000 307.395000 139.807000 125.282000 14.525000
mrcuda 536870912 8 469.019000 305.977000 163.042000 111.865000 51.177000
mrcuda 536870912 8 457.730000 308.886000 148.844000 134.288000 14.556000
mrcuda 536870912 8 464.303000 313.357000 150.946000 136.180000 14.766000
mrcuda 536870912 8 464.510000 309.633000 154.877000 140.255000 14.622000
mrcuda 536870912 8 447.620000 290.779000 156.841000 105.352000 51.489000
mrcuda 536870912 8 463.975000 308.848000 155.127000 140.587000 14.540000
mrcuda 536870912 8 451.918000 292.144000 159.774000 107.588000 52.186000
mrcuda 1048576 16 7.879000 7.495000 0.384000 0.361000 0.023000
mrcuda 1048576 16 3.567000 3.263000 0.304000 0.283000 0.021000
mrcuda 1048576 16 4.200000 3.880000 0.320000 0.300000 0.020000
mrcuda 1048576 16 17.890000 17.373000 0.517000 0.474000 0.043000
mrcuda 1048576 16 3.322000 2.750000 0.572000 0.539000 0.033000
mrcuda 1048576 16 1.565000 1.270000 0.295000 0.276000 0.019000
mrcuda 1048576 16 9.939000 9.275000 0.664000 0.630000 0.034000
mrcuda 1048576 16 1.559000 1.270000 0.289000 0.272000 0.017000
mrcuda 1048576 16 23.784000 23.058000 0.726000 0.685000 0.041000
mrcuda 1048576 16 1.572000 1.274000 0.298000 0.280000 0.018000
mrcuda 2097152 16 6.542000 5.951000 0.591000 0.565000 0.026000
mrcuda 2097152 16 2.112000 1.715000 0.397000 0.380000 0.017000
mrcuda 2097152 16 2.068000 1.678000 0.390000 0.366000 0.024000
mrcuda 2097152 16 4.070000 3.681000 0.389000 0.368000 0.021000
mrcuda 2097152 16 2.121000 1.694000 0.427000 0.404000 0.023000
mrcuda 2097152 16 2.135000 1.717000 0.418000 0.393000 0.025000
mrcuda 2097152 16 2.140000 1.728000 0.412000 0.391000 0.021000
mrcuda 2097152 16 2.100000 1.706000 0.394000 0.377000 0.017000
mrcuda 2097152 16 3.811000 3.377000 0.434000 0.411000 0.023000
mrcuda 2097152 16 2.103000 1.723000 0.380000 0.364000 0.016000
mrcuda 4194304 16 3.394000 2.650000 0.744000 0.726000 0.018000
mrcuda 4194304 16 4.869000 3.248000 1.621000 1.568000 0.053000
mrcuda 4194304 16 3.287000 2.634000 0.653000 0.634000 0.019000
mrcuda 4194304 16 3.286000 2.609000 0.677000 0.658000 0.019000
mrcuda 4194304 16 3.420000 2.704000 0.716000 0.696000 0.020000
mrcuda 4194304 16 3.485000 2.723000 0.762000 0.737000 0.025000
mrcuda 4194304 16 5.870000 5.130000 0.740000 0.715000 0.025000
mrcuda 4194304 16 3.221000 2.563000 0.658000 0.635000 0.023000
mrcuda 4194304 16 3.232000 2.591000 0.641000 0.621000 0.020000
mrcuda 4194304 16 3.491000 2.764000 0.727000 0.705000 0.022000
mrcuda 8388608 16 5.612000 4.385000 1.227000 1.203000 0.024000
mrcuda 8388608 16 5.891000 4.446000 1.445000 1.420000 0.025000
mrcuda 8388608 16 5.698000 4.420000 1.278000 1.253000 0.025000
mrcuda 8388608 16 5.774000 4.480000 1.294000 1.271000 0.023000
mrcuda 8388608 16 5.358000 4.195000 1.163000 1.141000 0.022000
mrcuda 8388608 16 5.664000 4.318000 1.346000 1.318000 0.028000
mrcuda 8388608 16 5.760000 4.436000 1.324000 1.301000 0.023000
mrcuda 8388608 16 5.664000 4.390000 1.274000 1.248000 0.026000
mrcuda 8388608 16 5.563000 4.379000 1.184000 1.162000 0.022000
mrcuda 8388608 16 5.537000 4.357000 1.180000 1.156000 0.024000
mrcuda 16777216 16 12.717000 9.547000 3.170000 3.084000 0.086000
mrcuda 16777216 16 13.105000 9.760000 3.345000 3.266000 0.079000
mrcuda 16777216 16 12.299000 9.393000 2.906000 2.835000 0.071000
mrcuda 16777216 16 12.730000 9.494000 3.236000 3.159000 0.077000
mrcuda 16777216 16 12.151000 9.321000 2.830000 2.751000 0.079000
mrcuda 16777216 16 12.331000 9.399000 2.932000 2.856000 0.076000
mrcuda 16777216 16 11.993000 9.223000 2.770000 2.694000 0.076000
mrcuda 16777216 16 12.739000 9.573000 3.166000 3.091000 0.075000
mrcuda 16777216 16 12.230000 9.312000 2.918000 2.845000 0.073000
mrcuda 16777216 16 12.129000 9.372000 2.757000 2.676000 0.081000
mrcuda 33554432 16 26.468000 19.242000 7.226000 6.904000 0.322000
mrcuda 33554432 16 29.077000 21.141000 7.936000 7.796000 0.140000
mrcuda 33554432 16 27.557000 20.148000 7.409000 7.282000 0.127000
mrcuda 33554432 16 28.066000 20.478000 7.588000 7.446000 0.142000
mrcuda 33554432 16 28.166000 20.441000 7.725000 7.590000 0.135000
mrcuda 33554432 16 26.983000 19.890000 7.093000 6.964000 0.129000
mrcuda 33554432 16 27.766000 20.388000 7.378000 7.254000 0.124000
mrcuda 33554432 16 27.279000 20.119000 7.160000 7.027000 0.133000
mrcuda 33554432 16 28.281000 20.566000 7.715000 7.586000 0.129000
mrcuda 33554432 16 27.655000 20.247000 7.408000 7.268000 0.140000
mrcuda 67108864 16 38.977000 25.734000 13.243000 13.091000 0.152000
mrcuda 67108864 16 40.887000 26.850000 14.037000 13.583000 0.454000
mrcuda 67108864 16 41.540000 27.235000 14.305000 13.901000 0.404000
mrcuda 67108864 16 39.415000 26.201000 13.214000 12.825000 0.389000
mrcuda 67108864 16 39.259000 26.045000 13.214000 12.858000 0.356000
mrcuda 67108864 16 40.501000 26.418000 14.083000 13.923000 0.160000
mrcuda 67108864 16 39.918000 26.239000 13.679000 13.332000 0.347000
mrcuda 67108864 16 39.483000 26.038000 13.445000 13.100000 0.345000
mrcuda 67108864 16 39.794000 26.477000 13.317000 12.925000 0.392000
mrcuda 67108864 16 39.672000 26.224000 13.448000 13.096000 0.352000
mrcuda 134217728 16 110.449000 73.112000 37.337000 36.387000 0.950000
mrcuda 134217728 16 112.647000 74.968000 37.679000 36.753000 0.926000
mrcuda 134217728 16 111.723000 74.140000 37.583000 36.527000 1.056000
mrcuda 134217728 16 100.239000 66.089000 34.150000 33.817000 0.333000
mrcuda 134217728 16 103.959000 68.700000 35.259000 34.328000 0.931000
mrcuda 134217728 16 114.452000 76.172000 38.280000 37.362000 0.918000
mrcuda 134217728 16 100.998000 66.879000 34.119000 33.071000 1.048000
mrcuda 134217728 16 99.475000 65.231000 34.244000 33.324000 0.920000
mrcuda 134217728 16 108.892000 72.598000 36.294000 35.374000 0.920000
mrcuda 134217728 16 100.575000 66.365000 34.210000 33.309000 0.901000
mrcuda 268435456 16 227.550000 152.920000 74.630000 72.497000 2.133000
mrcuda 268435456 16 231.725000 156.161000 75.564000 73.384000 2.180000
mrcuda 268435456 16 236.311000 160.089000 76.222000 73.997000 2.225000
mrcuda 268435456 16 233.263000 157.398000 75.865000 73.638000 2.227000
mrcuda 268435456 16 259.054000 179.131000 79.923000 79.284000 0.639000
mrcuda 268435456 16 224.872000 150.461000 74.411000 72.265000 2.146000
mrcuda 268435456 16 240.659000 163.180000 77.479000 76.539000 0.940000
mrcuda 268435456 16 240.905000 163.333000 77.572000 75.421000 2.151000
mrcuda 268435456 16 226.756000 152.186000 74.570000 72.543000 2.027000
mrcuda 268435456 16 218.639000 147.308000 71.331000 69.303000 2.028000
mrcuda 536870912 16 466.189000 302.429000 163.760000 135.113000 28.647000
mrcuda 536870912 16 445.939000 279.591000 166.348000 99.044000 67.304000
mrcuda 536870912 16 444.802000 280.507000 164.295000 98.781000 65.514000
mrcuda 536870912 16 446.915000 282.117000 164.798000 99.218000 65.580000
mrcuda 536870912 16 464.871000 288.780000 176.091000 106.966000 69.125000
mrcuda 536870912 16 436.060000 283.795000 152.265000 128.483000 23.782000
mrcuda 536870912 16 458.337000 300.953000 157.384000 134.592000 22.792000
mrcuda 536870912 16 458.338000 284.805000 173.533000 101.003000 72.530000
mrcuda 536870912 16 441.303000 282.803000 158.500000 130.810000 27.690000
mrcuda 536870912 16 450.095000 281.916000 168.179000 99.551000 68.628000
mrcuda 1048576 32 2.201000 1.822000 0.379000 0.354000 0.025000
mrcuda 1048576 32 2.291000 1.893000 0.398000 0.365000 0.033000
mrcuda 1048576 32 2.161000 1.788000 0.373000 0.347000 0.026000
mrcuda 1048576 32 2.176000 1.802000 0.374000 0.347000 0.027000
mrcuda 1048576 32 2.250000 1.829000 0.421000 0.397000 0.024000
mrcuda 1048576 32 2.207000 1.824000 0.383000 0.356000 0.027000
mrcuda 1048576 32 2.297000 1.862000 0.435000 0.404000 0.031000
mrcuda 1048576 32 1.816000 1.440000 0.376000 0.348000 0.028000
mrcuda 1048576 32 2.251000 1.838000 0.413000 0.381000 0.032000
mrcuda 1048576 32 6.098000 5.495000 0.603000 0.560000 0.043000
mrcuda 2097152 32 2.871000 2.278000 0.593000 0.566000 0.027000
mrcuda 2097152 32 2.876000 2.302000 0.574000 0.547000 0.027000
mrcuda 2097152 32 9.056000 8.133000 0.923000 0.883000 0.040000
mrcuda 2097152 32 2.909000 2.330000 0.579000 0.552000 0.027000
mrcuda 2097152 32 9.244000 8.628000 0.616000 0.580000 0.036000
mrcuda 2097152 32 2.863000 2.275000 0.588000 0.551000 0.037000
mrcuda 2097152 32 11.867000 10.649000 1.218000 1.166000 0.052000
mrcuda 2097152 32 3.033000 2.362000 0.671000 0.639000 0.032000
mrcuda 2097152 32 2.892000 2.317000 0.575000 0.548000 0.027000
mrcuda 2097152 32 9.322000 8.632000 0.690000 0.657000 0.033000
mrcuda 4194304 32 8.579000 7.492000 1.087000 1.048000 0.039000
mrcuda 4194304 32 4.012000 3.210000 0.802000 0.772000 0.030000
mrcuda 4194304 32 10.313000 9.269000 1.044000 1.010000 0.034000
mrcuda 4194304 32 11.279000 9.604000 1.675000 1.611000 0.064000
mrcuda 4194304 32 8.544000 7.564000 0.980000 0.942000 0.038000
mrcuda 4194304 32 3.411000 2.641000 0.770000 0.742000 0.028000
mrcuda 4194304 32 6.510000 5.676000 0.834000 0.802000 0.032000
mrcuda 4194304 32 3.836000 3.096000 0.740000 0.707000 0.033000
mrcuda 4194304 32 8.682000 7.404000 1.278000 1.233000 0.045000
mrcuda 4194304 32 7.139000 5.810000 1.329000 1.288000 0.041000
mrcuda 8388608 32 6.347000 4.836000 1.511000 1.474000 0.037000
mrcuda 8388608 32 5.993000 4.743000 1.250000 1.213000 0.037000
mrcuda 8388608 32 6.053000 4.800000 1.253000 1.217000 0.036000
mrcuda 8388608 32 6.161000 4.820000 1.341000 1.311000 0.030000
mrcuda 8388608 32 8.917000 7.392000 1.525000 1.483000 0.042000
mrcuda 8388608 32 6.221000 4.878000 1.343000 1.311000 0.032000
mrcuda 8388608 32 17.298000 15.495000 1.803000 1.758000 0.045000
mrcuda 8388608 32 8.934000 7.099000 1.835000 1.791000 0.044000
mrcuda 8388608 32 9.412000 7.644000 1.768000 1.729000 0.039000
mrcuda 8388608 32 6.272000 4.916000 1.356000 1.326000 0.030000
mrcuda 16777216 32 11.150000 8.461000 2.689000 2.654000 0.035000
mrcuda 16777216 32 11.191000 8.466000 2.725000 2.684000 0.041000
mrcuda 16777216 32 11.139000 8.462000 2.677000 2.637000 0.040000
mrcuda 16777216 32 11.160000 8.587000 2.573000 2.543000 0.030000
mrcuda 16777216 32 11.231000 8.544000 2.687000 2.648000 0.039000
mrcuda 16777216 32 12.598000 9.045000 3.553000 3.502000 0.051000
mrcuda 16777216 32 10.955000 8.492000 2.463000 2.423000 0.040000
mrcuda 16777216 32 11.456000 8.593000 2.863000 2.827000 0.036000
mrcuda 16777216 32 11.280000 8.465000 2.815000 2.779000 0.036000
mrcuda 16777216 32 10.946000 8.474000 2.472000 2.434000 0.038000
mrcuda 33554432 32 26.349000 18.940000 7.409000 7.293000 0.116000
mrcuda 33554432 32 27.094000 19.418000 7.676000 7.563000 0.113000
mrcuda 33554432 32 26.991000 19.485000 7.506000 7.392000 0.114000
mrcuda 33554432 32 25.549000 18.731000 6.818000 6.712000 0.106000
mrcuda 33554432 32 28.033000 19.938000 8.095000 7.988000 0.107000
mrcuda 33554432 32 25.042000 18.231000 6.811000 6.720000 0.091000
mrcuda 33554432 32 25.607000 18.413000 7.194000 7.099000 0.095000
mrcuda 33554432 32 26.260000 18.895000 7.365000 7.260000 0.105000
mrcuda 33554432 32 27.506000 19.566000 7.940000 7.838000 0.102000
mrcuda 33554432 32 26.676000 18.966000 7.710000 7.604000 0.106000
mrcuda 67108864 32 62.866000 44.209000 18.657000 18.470000 0.187000
mrcuda 67108864 32 59.006000 41.658000 17.348000 17.177000 0.171000
mrcuda 67108864 32 59.727000 42.299000 17.428000 17.274000 0.154000
mrcuda 67108864 32 59.561000 42.353000 17.208000 16.999000 0.209000
mrcuda 67108864 32 60.874000 42.931000 17.943000 17.777000 0.166000
mrcuda 67108864 32 59.777000 42.493000 17.284000 17.115000 0.169000
mrcuda 67108864 32 59.911000 42.059000 17.852000 17.704000 0.148000
mrcuda 67108864 32 60.743000 42.692000 18.051000 17.706000 0.345000
mrcuda 67108864 32 62.229000 42.654000 19.575000 19.489000 0.086000
mrcuda 67108864 32 59.490000 41.631000 17.859000 17.699000 0.160000
mrcuda 134217728 32 93.923000 59.020000 34.903000 34.475000 0.428000
mrcuda 134217728 32 91.037000 58.326000 32.711000 32.166000 0.545000
mrcuda 134217728 32 94.906000 59.412000 35.494000 35.072000 0.422000
mrcuda 134217728 32 91.374000 58.407000 32.967000 32.583000 0.384000
mrcuda 134217728 32 91.851000 57.887000 33.964000 33.572000 0.392000
mrcuda 134217728 32 99.557000 63.140000 36.417000 35.891000 0.526000
mrcuda 134217728 32 92.695000 59.250000 33.445000 33.073000 0.372000
mrcuda 134217728 32 92.156000 59.204000 32.952000 32.774000 0.178000
mrcuda 134217728 32 93.681000 60.042000 33.639000 33.202000 0.437000
mrcuda 134217728 32 91.498000 58.705000 32.793000 32.419000 0.374000
mrcuda 268435456 32 219.130000 143.946000 75.184000 74.123000 1.061000
mrcuda 268435456 32 219.583000 144.483000 75.100000 74.101000 0.999000
mrcuda 268435456 32 222.306000 147.377000 74.929000 73.962000 0.967000
mrcuda 268435456 32 223.384000 145.538000 77.846000 76.896000 0.950000
mrcuda 268435456 32 211.635000 138.018000 73.617000 72.667000 0.950000
mrcuda 268435456 32 218.067000 143.503000 74.564000 74.162000 0.402000
mrcuda 268435456 32 220.883000 144.024000 76.859000 76.475000 0.384000
mrcuda 268435456 32 221.223000 144.170000 77.053000 76.074000 0.979000
mrcuda 268435456 32 221.602000 145.439000 76.163000 75.069000 1.094000
mrcuda 268435456 32 219.537000 143.048000 76.489000 75.555000 0.934000
mrcuda 536870912 32 489.071000 332.970000 156.101000 153.885000 2.216000
mrcuda 536870912 32 472.945000 317.106000 155.839000 153.776000 2.063000
mrcuda 536870912 32 478.539000 321.798000 156.741000 154.505000 2.236000
mrcuda 536870912 32 492.389000 334.908000 157.481000 155.429000 2.052000
mrcuda 536870912 32 500.782000 340.337000 160.445000 158.338000 2.107000
mrcuda 536870912 32 493.872000 337.873000 155.999000 153.991000 2.008000
mrcuda 536870912 32 505.825000 346.454000 159.371000 157.368000 2.003000
mrcuda 536870912 32 476.222000 319.798000 156.424000 154.214000 2.210000
mrcuda 536870912 32 507.781000 348.468000 159.313000 157.269000 2.044000
mrcuda 536870912 32 505.932000 346.702000 159.230000 158.335000 0.895000
mrcuda 1048576 64 133.653000 132.099000 1.554000 1.449000 0.105000
mrcuda 1048576 64 3.940000 3.348000 0.592000 0.559000 0.033000
mrcuda 1048576 64 2.903000 2.392000 0.511000 0.480000 0.031000
mrcuda 1048576 64 8.664000 7.731000 0.933000 0.877000 0.056000
mrcuda 1048576 64 18.384000 17.210000 1.174000 1.100000 0.074000
mrcuda 1048576 64 11.418000 10.784000 0.634000 0.589000 0.045000
mrcuda 1048576 64 3.863000 3.292000 0.571000 0.537000 0.034000
mrcuda 1048576 64 3.926000 3.333000 0.593000 0.542000 0.051000
mrcuda 1048576 64 59.386000 57.958000 1.428000 1.327000 0.101000
mrcuda 1048576 64 3.849000 3.319000 0.530000 0.493000 0.037000
mrcuda 2097152 64 20.898000 19.730000 1.168000 1.100000 0.068000
mrcuda 2097152 64 4.272000 3.479000 0.793000 0.712000 0.081000
mrcuda 2097152 64 4.203000 3.475000 0.728000 0.695000 0.033000
mrcuda 2097152 64 4.197000 3.474000 0.723000 0.680000 0.043000
mrcuda 2097152 64 4.237000 3.461000 0.776000 0.727000 0.049000
mrcuda 2097152 64 4.469000 3.583000 0.886000 0.844000 0.042000
mrcuda 2097152 64 10.614000 9.430000 1.184000 1.121000 0.063000
mrcuda 2097152 64 4.229000 3.495000 0.734000 0.698000 0.036000
mrcuda 2097152 64 6.146000 5.424000 0.722000 0.690000 0.032000
mrcuda 2097152 64 4.168000 3.453000 0.715000 0.680000 0.035000
mrcuda 4194304 64 7.619000 6.208000 1.411000 1.359000 0.052000
mrcuda 4194304 64 8.104000 6.776000 1.328000 1.281000 0.047000
mrcuda 4194304 64 5.491000 4.358000 1.133000 1.094000 0.039000
mrcuda 4194304 64 5.484000 4.368000 1.116000 1.067000 0.049000
mrcuda 4194304 64 5.474000 4.339000 1.135000 1.095000 0.040000
mrcuda 4194304 64 12.918000 10.416000 2.502000 2.410000 0.092000
mrcuda 4194304 64 11.507000 9.228000 2.279000 2.183000 0.096000
mrcuda 4194304 64 5.805000 4.460000 1.345000 1.296000 0.049000
mrcuda 4194304 64 5.861000 4.491000 1.370000 1.322000 0.048000
mrcuda 4194304 64 5.825000 4.499000 1.326000 1.278000 0.048000
mrcuda 8388608 64 13.501000 10.687000 2.814000 2.740000 0.074000
mrcuda 8388608 64 17.404000 14.480000 2.924000 2.786000 0.138000
mrcuda 8388608 64 8.547000 6.366000 2.181000 2.114000 0.067000
mrcuda 8388608 64 7.429000 5.982000 1.447000 1.400000 0.047000
mrcuda 8388608 64 7.631000 6.048000 1.583000 1.531000 0.052000
mrcuda 8388608 64 11.502000 8.605000 2.897000 2.809000 0.088000
mrcuda 8388608 64 16.534000 13.239000 3.295000 3.192000 0.103000
mrcuda 8388608 64 10.863000 8.629000 2.234000 2.168000 0.066000
mrcuda 8388608 64 8.764000 6.476000 2.288000 2.220000 0.068000
mrcuda 8388608 64 7.518000 5.994000 1.524000 1.474000 0.050000
mrcuda 16777216 64 23.904000 19.352000 4.552000 4.462000 0.090000
mrcuda 16777216 64 25.222000 20.600000 4.622000 4.541000 0.081000
mrcuda 16777216 64 16.813000 12.666000 4.147000 4.071000 0.076000
mrcuda 16777216 64 25.302000 19.896000 5.406000 5.302000 0.104000
mrcuda 16777216 64 28.428000 24.021000 4.407000 4.319000 0.088000
mrcuda 16777216 64 28.034000 23.718000 4.316000 4.238000 0.078000
mrcuda 16777216 64 24.161000 20.041000 4.120000 4.039000 0.081000
mrcuda 16777216 64 15.716000 11.945000 3.771000 3.697000 0.074000
mrcuda 16777216 64 23.663000 19.227000 4.436000 4.346000 0.090000
mrcuda 16777216 64 15.744000 12.108000 3.636000 3.558000 0.078000
mrcuda 33554432 64 25.066000 17.492000 7.574000 7.497000 0.077000
mrcuda 33554432 64 22.141000 16.336000 5.805000 5.741000 0.064000
mrcuda 33554432 64 25.480000 17.798000 7.682000 7.596000 0.086000
mrcuda 33554432 64 25.319000 17.642000 7.677000 7.584000 0.093000
mrcuda 33554432 64 25.096000 17.651000 7.445000 7.353000 0.092000
mrcuda 33554432 64 25.157000 17.564000 7.593000 7.509000 0.084000
mrcuda 33554432 64 25.696000 17.942000 7.754000 7.668000 0.086000
mrcuda 33554432 64 25.613000 17.760000 7.853000 7.767000 0.086000
mrcuda 33554432 64 25.420000 17.677000 7.743000 7.654000 0.089000
mrcuda 33554432 64 25.029000 17.585000 7.444000 7.360000 0.084000
mrcuda 67108864 64 57.290000 39.881000 17.409000 17.251000 0.158000
mrcuda 67108864 64 57.310000 39.676000 17.634000 17.475000 0.159000
mrcuda 67108864 64 56.102000 39.059000 17.043000 16.884000 0.159000
mrcuda 67108864 64 57.423000 39.784000 17.639000 17.478000 0.161000
mrcuda 67108864 64 56.765000 39.417000 17.348000 17.175000 0.173000
mrcuda 67108864 64 55.988000 38.834000 17.154000 16.996000 0.158000
mrcuda 67108864 64 56.212000 39.220000 16.992000 16.851000 0.141000
mrcuda 67108864 64 56.202000 39.271000 16.931000 16.771000 0.160000
mrcuda 67108864 64 56.301000 39.105000 17.196000 17.039000 0.157000
mrcuda 67108864 64 49.448000 31.901000 17.547000 17.389000 0.158000
mrcuda 134217728 64 124.237000 86.078000 38.159000 37.928000 0.231000
mrcuda 134217728 64 123.110000 85.268000 37.842000 37.634000 0.208000
mrcuda 134217728 64 126.177000 87.751000 38.426000 38.197000 0.229000
mrcuda 134217728 64 124.534000 86.786000 37.748000 37.541000 0.207000
mrcuda 134217728 64 125.892000 87.673000 38.219000 37.999000 0.220000
mrcuda 134217728 64 124.006000 86.468000 37.538000 37.132000 0.406000
mrcuda 134217728 64 124.878000 86.743000 38.135000 37.925000 0.210000
mrcuda 134217728 64 123.368000 85.503000 37.865000 37.653000 0.212000
mrcuda 134217728 64 126.674000 88.310000 38.364000 38.138000 0.226000
mrcuda 134217728 64 126.037000 87.576000 38.461000 38.246000 0.215000
mrcuda 268435456 64 196.384000 122.708000 73.676000 73.200000 0.476000
mrcuda 268435456 64 198.221000 124.914000 73.307000 72.839000 0.468000
mrcuda 268435456 64 206.892000 130.737000 76.155000 75.535000 0.620000
mrcuda 268435456 64 194.181000 121.741000 72.440000 71.957000 0.483000
mrcuda 268435456 64 195.293000 123.353000 71.940000 71.491000 0.449000
mrcuda 268435456 64 199.689000 125.897000 73.792000 73.312000 0.480000
mrcuda 268435456 64 200.510000 126.509000 74.001000 73.506000 0.495000
mrcuda 268435456 64 200.606000 126.164000 74.442000 73.954000 0.488000
mrcuda 268435456 64 196.350000 124.801000 71.549000 71.085000 0.464000
mrcuda 268435456 64 198.692000 125.438000 73.254000 72.801000 0.453000
mrcuda 536870912 64 451.732000 295.239000 156.493000 155.426000 1.067000
mrcuda 536870912 64 450.853000 293.836000 157.017000 156.034000 0.983000
mrcuda 536870912 64 452.713000 298.161000 154.552000 154.099000 0.453000
mrcuda 536870912 64 448.789000 292.784000 156.005000 154.784000 1.221000
mrcuda 536870912 64 448.553000 293.581000 154.972000 154.501000 0.471000
mrcuda 536870912 64 454.189000 296.593000 157.596000 156.602000 0.994000
mrcuda 536870912 64 450.178000 293.844000 156.334000 155.330000 1.004000
mrcuda 536870912 64 454.259000 296.011000 158.248000 157.228000 1.020000
mrcuda 536870912 64 448.960000 295.070000 153.890000 152.899000 0.991000
mrcuda 536870912 64 462.741000 304.370000 158.371000 157.299000 1.072000
mrcuda 1048576 128 12.176000 10.743000 1.433000 1.338000 0.095000
mrcuda 1048576 128 7.329000 6.147000 1.182000 1.117000 0.065000
mrcuda 1048576 128 8.501000 7.500000 1.001000 0.931000 0.070000
mrcuda 1048576 128 9.168000 8.065000 1.103000 1.021000 0.082000
mrcuda 1048576 128 9.313000 8.326000 0.987000 0.912000 0.075000
mrcuda 1048576 128 6.728000 5.861000 0.867000 0.802000 0.065000
mrcuda 1048576 128 67.467000 65.980000 1.487000 1.381000 0.106000
mrcuda 1048576 128 6.877000 5.951000 0.926000 0.860000 0.066000
mrcuda 1048576 128 167.714000 165.422000 2.292000 2.129000 0.163000
mrcuda 1048576 128 265.376000 262.643000 2.733000 2.533000 0.200000
mrcuda 2097152 128 45.703000 43.552000 2.151000 2.013000 0.138000
mrcuda 2097152 128 12.075000 10.227000 1.848000 1.739000 0.109000
mrcuda 2097152 128 9.136000 8.107000 1.029000 0.968000 0.061000
mrcuda 2097152 128 20.669000 18.781000 1.888000 1.778000 0.110000
mrcuda 2097152 128 11.899000 10.477000 1.422000 1.345000 0.077000
mrcuda 2097152 128 7.869000 6.607000 1.262000 1.187000 0.075000
mrcuda 2097152 128 141.185000 139.620000 1.565000 1.469000 0.096000
mrcuda 2097152 128 68.264000 65.399000 2.865000 2.688000 0.177000
mrcuda 2097152 128 9.372000 8.082000 1.290000 1.202000 0.088000
mrcuda 2097152 128 83.310000 80.582000 2.728000 2.543000 0.185000
mrcuda 4194304 128 19.817000 16.157000 3.660000 3.478000 0.182000
mrcuda 4194304 128 9.024000 7.104000 1.920000 1.822000 0.098000
mrcuda 4194304 128 8.453000 6.903000 1.550000 1.492000 0.058000
mrcuda 4194304 128 8.913000 7.150000 1.763000 1.686000 0.077000
mrcuda 4194304 128 9.159000 7.217000 1.942000 1.855000 0.087000
mrcuda 4194304 128 40.823000 37.899000 2.924000 2.772000 0.152000
mrcuda 4194304 128 26.611000 23.945000 2.666000 2.528000 0.138000
mrcuda 4194304 128 8.776000 7.068000 1.708000 1.621000 0.087000
mrcuda 4194304 128 38.343000 35.140000 3.203000 3.046000 0.157000
mrcuda 4194304 128 8.580000 6.921000 1.659000 1.579000 0.080000
mrcuda 8388608 128 14.279000 10.897000 3.382000 3.256000 0.126000
mrcuda 8388608 128 11.239000 8.812000 2.427000 2.352000 0.075000
mrcuda 8388608 128 13.566000 10.756000 2.810000 2.714000 0.096000
mrcuda 8388608 128 11.410000 8.870000 2.540000 2.453000 0.087000
mrcuda 8388608 128 11.963000 9.091000 2.872000 2.704000 0.168000
mrcuda 8388608 128 12.202000 9.225000 2.977000 2.870000 0.107000
mrcuda 8388608 128 35.935000 31.218000 4.717000 4.532000 0.185000
mrcuda 8388608 128 10.776000 8.605000 2.171000 2.093000 0.078000
mrcuda 8388608 128 47.487000 43.547000 3.940000 3.783000 0.157000
mrcuda 8388608 128 11.579000 8.942000 2.637000 2.538000 0.099000
mrcuda 16777216 128 16.495000 12.361000 4.134000 4.021000 0.113000
mrcuda 16777216 128 29.628000 23.833000 5.795000 5.633000 0.162000
mrcuda 16777216 128 28.943000 22.213000 6.730000 6.527000 0.203000
mrcuda 16777216 128 27.954000 21.325000 6.629000 6.443000 0.186000
mrcuda 16777216 128 26.094000 20.450000 5.644000 5.474000 0.170000
mrcuda 16777216 128 21.603000 15.807000 5.796000 5.626000 0.170000
mrcuda 16777216 128 24.166000 17.867000 6.299000 6.119000 0.180000
mrcuda 16777216 128 16.915000 12.567000 4.348000 4.223000 0.125000
mrcuda 16777216 128 24.434000 20.439000 3.995000 3.886000 0.109000
mrcuda 16777216 128 39.322000 32.537000 6.785000 6.596000 0.189000
